,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,cluster,crossing_boolean
518,0.0,0.0,0.0,26.291218,115.081085,0.0,0.0,0.0,0.0,0.0,87.03013,121.91173,71.24915,162.14604,8.424136,0.0,96.006744,61.06768,0.0,69.283844,133.68993,110.404495,73.05859,179.76701,55.368378,57.51784,126.51996,133.11652,70.45889,8.127411,122.836945,0.0,187.15894,34.579918,0.0,201.26418,0.0,126.33411,0.0,44.423054,0.0,0.0,25.873476,0.0,48.80869,45.865074,0.0,0.0,106.89186,165.72136,0.0,0.0,0.0,0.0,0.0,0.0,0.6664282,0.0,146.65265,0.0,0.0,14.026578,0.0,0.0,46,1
519,0.0,0.0,0.0,26.292118,115.08497,0.0,0.0,0.0,0.0,0.0,87.03307,121.91584,71.25156,162.15152,8.424431,0.0,96.00999,61.069748,0.0,69.28618,133.69446,110.40822,73.06106,179.7731,55.370243,57.519787,126.52423,133.12102,70.46129,8.127698,122.8411,0.0,187.16524,34.581093,0.0,201.27098,0.0,126.33838,0.0,44.42454,0.0,0.0,25.874353,0.0,48.81034,45.86664,0.0,0.0,106.89548,165.72697,0.0,0.0,0.0,0.0,0.0,0.0,0.6664532,0.0,146.65761,0.0,0.0,14.027039,0.0,0.0,46,1
529,0.0,0.0,0.0,26.285824,115.05781,0.0,0.0,0.0,0.0,0.0,87.0125,121.887146,71.234795,162.11324,8.422371,0.0,95.98735,61.055317,0.0,69.26989,133.66284,110.38222,73.04383,179.73062,55.35725,57.506172,126.49437,133.08958,70.44457,8.125696,122.812065,0.0,187.12117,34.572918,0.0,201.2234,0.0,126.30854,0.0,44.414154,0.0,0.0,25.868238,0.0,48.798817,45.855713,0.0,0.0,106.87023,165.68784,0.0,0.0,0.0,0.0,0.0,0.0,0.6662837,0.0,146.62292,0.0,0.0,14.02381,0.0,0.0,46,1
530,0.0,0.0,0.0,26.285467,115.056274,0.0,0.0,0.0,0.0,0.0,87.01134,121.88552,71.23385,162.11107,8.422254,0.0,95.98608,61.0545,0.0,69.26897,133.66106,110.380745,73.04286,179.72821,55.356518,57.5054,126.49268,133.08781,70.443634,8.125581,122.810425,0.0,187.11867,34.572453,0.0,201.22072,0.0,126.306854,0.0,44.413567,0.0,0.0,25.86789,0.0,48.79816,45.855095,0.0,0.0,106.86881,165.68562,0.0,0.0,0.0,0.0,0.0,0.0,0.66627556,0.0,146.62096,0.0,0.0,14.023627,0.0,0.0,46,1
554,0.0,0.0,0.0,26.292278,115.085655,0.0,0.0,0.0,0.0,0.0,87.03359,121.91656,71.251976,162.15248,8.424483,0.0,96.01056,61.07011,0.0,69.28659,133.69525,110.408875,73.06149,179.77417,55.370567,57.520134,126.52498,133.12181,70.46171,8.127748,122.84183,0.0,187.16635,34.5813,0.0,201.27219,0.0,126.339134,0.0,44.4248,0.0,0.0,25.874508,0.0,48.81063,45.866913,0.0,0.0,106.89612,165.72797,0.0,0.0,0.0,0.0,0.0,0.0,0.66645926,0.0,146.65848,0.0,0.0,14.027122,0.0,0.0,46,1
555,0.0,0.0,0.0,26.292122,115.084984,0.0,0.0,0.0,0.0,0.0,87.03308,121.91585,71.25156,162.15154,8.424432,0.0,96.009995,61.069756,0.0,69.28619,133.69447,110.40823,73.061066,179.77312,55.370247,57.5198,126.52425,133.12103,70.461296,8.127699,122.84111,0.0,187.16525,34.581093,0.0,201.271,0.0,126.338394,0.0,44.42454,0.0,0.0,25.874355,0.0,48.810345,45.866642,0.0,0.0,106.895485,165.72699,0.0,0.0,0.0,0.0,0.0,0.0,0.6664523,0.0,146.65762,0.0,0.0,14.02704,0.0,0.0,46,1
819,0.0,0.0,0.0,26.287064,115.06315,0.0,0.0,0.0,0.0,0.0,87.01655,121.89279,71.23809,162.12077,8.422778,0.0,95.991806,61.058155,0.0,69.273094,133.66907,110.38734,73.04722,179.73898,55.359806,57.50885,126.500244,133.09576,70.44786,8.126088,122.81778,0.0,187.12984,34.574528,0.0,201.23277,0.0,126.31441,0.0,44.4162,0.0,0.0,25.86944,0.0,48.801083,45.857864,0.0,0.0,106.8752,165.69554,0.0,0.0,0.0,0.0,0.0,0.0,0.66631645,0.0,146.62975,0.0,0.0,14.0244465,0.0,0.0,46,1
834,0.0,0.0,0.0,26.285646,115.057045,0.0,0.0,0.0,0.0,0.0,87.011925,121.88634,71.23432,162.11217,8.422315,0.0,95.98672,61.05491,0.0,69.26943,133.66196,110.381485,73.04335,179.72943,55.356888,57.505787,126.49353,133.0887,70.44411,8.125639,122.81125,0.0,187.11992,34.572685,0.0,201.22208,0.0,126.3077,0.0,44.41386,0.0,0.0,25.868063,0.0,48.79849,45.855408,0.0,0.0,106.86952,165.68674,0.0,0.0,0.0,0.0,0.0,0.0,0.6662773,0.0,146.62195,0.0,0.0,14.023719,0.0,0.0,46,1
916,0.0,0.0,0.0,26.28775,115.066124,0.0,0.0,0.0,0.0,0.0,87.0188,121.89593,71.23992,162.12495,8.423002,0.0,95.99428,61.05973,0.0,69.27487,133.67252,110.390175,73.0491,179.74362,55.361225,57.51034,126.50351,133.09921,70.44969,8.126308,122.820946,0.0,187.13466,34.57542,0.0,201.23798,0.0,126.31767,0.0,44.41733,0.0,0.0,25.870108,0.0,48.80234,45.85906,0.0,0.0,106.87796,165.69981,0.0,0.0,0.0,0.0,0.0,0.0,0.6663342,0.0,146.63354,0.0,0.0,14.024799,0.0,0.0,46,1
1225,0.0,0.0,0.0,26.288967,115.071365,0.0,0.0,0.0,0.0,0.0,87.02277,121.901474,71.243164,162.13235,8.423401,0.0,95.99865,61.062523,0.0,69.27802,133.67862,110.3952,73.05244,179.75183,55.363735,57.512966,126.50928,133.10529,70.45292,8.126695,122.82656,0.0,187.14317,34.577,0.0,201.24716,0.0,126.32343,0.0,44.41934,0.0,0.0,25.871288,0.0,48.80457,45.861168,0.0,0.0,106.882835,165.70738,0.0,0.0,0.0,0.0,0.0,0.0,0.66636837,0.0,146.64024,0.0,0.0,14.025422,0.0,0.0,46,1
1226,0.0,0.0,0.0,26.289175,115.07227,0.0,0.0,0.0,0.0,0.0,87.02345,121.90242,71.24371,162.13362,8.423466,0.0,95.999405,61.063,0.0,69.278564,133.67967,110.396065,73.053,179.75323,55.364162,57.51342,126.51028,133.10632,70.453476,8.126762,122.82753,0.0,187.14464,34.57727,0.0,201.24873,0.0,126.324425,0.0,44.419685,0.0,0.0,25.871494,0.0,48.804955,45.86153,0.0,0.0,106.883675,165.70868,0.0,0.0,0.0,0.0,0.0,0.0,0.66637355,0.0,146.64139,0.0,0.0,14.025529,0.0,0.0,46,1
1227,0.0,0.0,0.0,26.289644,115.07429,0.0,0.0,0.0,0.0,0.0,87.02498,121.90456,71.244965,162.13647,8.42362,0.0,96.00108,61.06407,0.0,69.27978,133.68202,110.397995,73.05428,179.7564,55.36513,57.51443,126.5125,133.10866,70.45472,8.126912,122.82968,0.0,187.1479,34.577877,0.0,201.25227,0.0,126.326645,0.0,44.420456,0.0,0.0,25.871948,0.0,48.805813,45.862343,0.0,0.0,106.88555,165.71158,0.0,0.0,0.0,0.0,0.0,0.0,0.66638684,0.0,146.64397,0.0,0.0,14.025767,0.0,0.0,46,1
1228,0.0,0.0,0.0,26.287409,115.064644,0.0,0.0,0.0,0.0,0.0,87.01768,121.89437,71.23901,162.12288,8.422892,0.0,95.99306,61.05895,0.0,69.27399,133.6708,110.38876,73.04817,179.74132,55.36052,57.5096,126.501884,133.0975,70.44879,8.126202,122.819374,0.0,187.13226,34.574974,0.0,201.2354,0.0,126.316055,0.0,44.416767,0.0,0.0,25.869776,0.0,48.801716,45.858463,0.0,0.0,106.87659,165.6977,0.0,0.0,0.0,0.0,0.0,0.0,0.66632825,0.0,146.63165,0.0,0.0,14.024624,0.0,0.0,46,1
1247,0.0,0.0,0.0,26.28526,115.055374,0.0,0.0,0.0,0.0,0.0,87.01065,121.884575,71.23329,162.1098,8.422189,0.0,95.98533,61.05402,0.0,69.268425,133.66,110.37988,73.04229,179.7268,55.356083,57.50495,126.49169,133.08676,70.44308,8.125517,122.809456,0.0,187.11722,34.57218,0.0,201.21915,0.0,126.30586,0.0,44.413223,0.0,0.0,25.86769,0.0,48.797783,45.854733,0.0,0.0,106.867966,165.68433,0.0,0.0,0.0,0.0,0.0,0.0,0.6662704,0.0,146.61981,0.0,0.0,14.02352,0.0,0.0,46,1
1299,0.0,0.0,0.0,26.287218,115.06383,0.0,0.0,0.0,0.0,0.0,87.01706,121.8935,71.23851,162.12172,8.42283,0.0,95.99237,61.058514,0.0,69.2735,133.66985,110.38798,73.047646,179.74004,55.360126,57.50919,126.500984,133.09656,70.44828,8.126141,122.8185,0.0,187.13094,34.57473,0.0,201.23395,0.0,126.31515,0.0,44.416454,0.0,0.0,25.869593,0.0,48.801373,45.858135,0.0,0.0,106.875824,165.6965,0.0,0.0,0.0,0.0,0.0,0.0,0.6663196,0.0,146.6306,0.0,0.0,14.024525,0.0,0.0,46,1
1300,0.0,0.0,0.0,26.292265,115.0856,0.0,0.0,0.0,0.0,0.0,87.03355,121.916504,71.25194,162.15239,8.424478,0.0,96.010506,61.070084,0.0,69.28655,133.69518,110.40882,73.061455,179.77408,55.370537,57.520103,126.524925,133.12175,70.46167,8.127744,122.84177,0.0,187.16624,34.58128,0.0,201.27208,0.0,126.339066,0.0,44.424778,0.0,0.0,25.874495,0.0,48.810608,45.86689,0.0,0.0,106.89606,165.72787,0.0,0.0,0.0,0.0,0.0,0.0,0.66645706,0.0,146.6584,0.0,0.0,14.027114,0.0,0.0,46,1
1302,0.0,0.0,0.0,26.291672,115.08304,0.0,0.0,0.0,0.0,0.0,87.03161,121.9138,71.25036,162.1488,8.424285,0.0,96.00838,61.06872,0.0,69.28502,133.69221,110.40637,73.05983,179.77008,55.369316,57.51882,126.52211,133.11879,70.4601,8.127556,122.839035,0.0,187.16211,34.58051,0.0,201.26761,0.0,126.33626,0.0,44.4238,0.0,0.0,25.873917,0.0,48.809525,45.86586,0.0,0.0,106.893684,165.7242,0.0,0.0,0.0,0.0,0.0,0.0,0.66644317,0.0,146.65515,0.0,0.0,14.026809,0.0,0.0,46,1
1405,0.0,0.0,0.0,26.291582,115.08266,0.0,0.0,0.0,0.0,0.0,87.03132,121.91339,71.25012,162.14825,8.4242525,0.0,96.00806,61.06852,0.0,69.28479,133.69176,110.406006,73.05959,179.76949,55.369133,57.51863,126.52169,133.11835,70.45986,8.127527,122.83862,0.0,187.16148,34.580395,0.0,201.26692,0.0,126.33583,0.0,44.423656,0.0,0.0,25.873833,0.0,48.809357,45.865707,0.0,0.0,106.893326,165.72363,0.0,0.0,0.0,0.0,0.0,0.0,0.66644037,0.0,146.65465,0.0,0.0,14.026763,0.0,0.0,46,1
1439,0.0,0.0,0.0,26.290201,115.0767,0.0,0.0,0.0,0.0,0.0,87.0268,121.9071,71.246445,162.13986,8.423802,0.0,96.00309,61.065353,0.0,69.28122,133.68483,110.4003,73.05581,179.76016,55.36628,57.51564,126.51514,133.11145,70.45619,8.127087,122.83225,0.0,187.15181,34.5786,0.0,201.25648,0.0,126.32929,0.0,44.421375,0.0,0.0,25.87249,0.0,48.806828,45.86331,0.0,0.0,106.88778,165.71506,0.0,0.0,0.0,0.0,0.0,0.0,0.6664029,0.0,146.64705,0.0,0.0,14.026056,0.0,0.0,46,1
1451,0.0,0.0,0.0,26.291927,115.084145,0.0,0.0,0.0,0.0,0.0,87.03244,121.91496,71.25104,162.15034,8.424369,0.0,96.00929,61.06931,0.0,69.28568,133.6935,110.407425,73.06053,179.7718,55.369843,57.51937,126.523315,133.12006,70.46077,8.127635,122.84022,0.0,187.1639,34.58084,0.0,201.26953,0.0,126.33747,0.0,44.42422,0.0,0.0,25.874166,0.0,48.80999,45.866302,0.0,0.0,106.89471,165.72577,0.0,0.0,0.0,0.0,0.0,0.0,0.66644925,0.0,146.65656,0.0,0.0,14.026939,0.0,0.0,46,1
1517,0.0,0.0,0.0,26.285742,115.05745,0.0,0.0,0.0,0.0,0.0,87.01223,121.886765,71.23457,162.11273,8.422345,0.0,95.98705,61.055126,0.0,69.26968,133.66243,110.381874,73.04361,179.73006,55.357082,57.50599,126.49398,133.08917,70.44436,8.125668,122.81168,0.0,187.12059,34.572807,0.0,201.2228,0.0,126.30814,0.0,44.414017,0.0,0.0,25.868155,0.0,48.798668,45.85557,0.0,0.0,106.8699,165.68732,0.0,0.0,0.0,0.0,0.0,0.0,0.66628206,0.0,146.62247,0.0,0.0,14.0237665,0.0,0.0,46,1
1529,0.0,0.0,0.0,26.28937,115.07311,0.0,0.0,0.0,0.0,0.0,87.02409,121.90331,71.24424,162.13481,8.4235325,0.0,96.00011,61.063446,0.0,69.27907,133.68065,110.396866,73.053535,179.75455,55.364567,57.513844,126.51119,133.1073,70.45399,8.126822,122.82842,0.0,187.146,34.577522,0.0,201.25021,0.0,126.32535,0.0,44.420006,0.0,0.0,25.871681,0.0,48.805305,45.86187,0.0,0.0,106.88446,165.70988,0.0,0.0,0.0,0.0,0.0,0.0,0.66638035,0.0,146.64246,0.0,0.0,14.025629,0.0,0.0,46,1
1531,0.0,0.0,0.0,26.291496,115.08228,0.0,0.0,0.0,0.0,0.0,87.03104,121.912994,71.24989,162.14772,8.424225,0.0,96.007744,61.068317,0.0,69.28457,133.69131,110.40565,73.05936,179.76889,55.36895,57.51844,126.52128,133.1179,70.45963,8.1275,122.83823,0.0,187.16087,34.58028,0.0,201.26627,0.0,126.33542,0.0,44.42351,0.0,0.0,25.873745,0.0,48.809196,45.865555,0.0,0.0,106.892975,165.7231,0.0,0.0,0.0,0.0,0.0,0.0,0.66643673,0.0,146.65417,0.0,0.0,14.026718,0.0,0.0,46,1
